article,text,notes
2,มาตรา ๒  บุคคลจักต้องรับโทษในทางอาญาต่อเมื่อได้กระทำการอันกฎหมายที่ใช้ในขณะกระทำนั้นบัญญัติเป็นความผิดและกำหนดโทษไว้ และโทษที่จะลงแก่ผู้กระทำความผิดนั้น ต้องเป็นโทษที่บัญญัติไว้ในกฎหมาย ถ้าตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลัง การกระทำเช่นนั้นไม่เป็นความผิดต่อไป ให้ผู้ที่ได้กระทำการนั้นพ้นจากการเป็นผู้กระทำความผิด และถ้าได้มีคำพิพากษาถึงที่สุดให้ลงโทษแล้ว ก็ให้ถือว่าผู้นั้นไม่เคยต้องคำพิพากษาว่าได้กระทำความผิดนั้น ถ้ารับโทษอยู่ก็ให้การลงโทษนั้นสิ้นสุดลง
3,มาตรา ๓  ถ้ากฎหมายที่ใช้ในขณะกระทำความผิดแตกต่างกับกฎหมายที่ใช้ในภายหลังการกระทำความผิด ให้ใช้กฎหมายในส่วนที่เป็นคุณแก่ผู้กระทำความผิด ไม่ว่าในทางใด เว้นแต่คดีถึงที่สุดแล้ว แต่ในกรณีที่คดีถึงที่สุดแล้ว ดังต่อไปนี้ (๑) ถ้าผู้กระทำความผิดยังไม่ได้รับโทษ หรือกำลังรับโทษอยู่ และโทษที่กำหนดตามคำพิพากษาหนักกว่าโทษที่กำหนดตามกฎหมายที่บัญญัติในภายหลัง เมื่อสำนวนความปรากฏแก่ศาลหรือเมื่อผู้กระทำความผิด ผู้แทนโดยชอบธรรมของผู้นั้น ผู้อนุบาลของผู้นั้นหรือพนักงานอัยการร้องขอ ให้ศาลกำหนดโทษเสียใหม่ตามกฎหมายที่บัญญัติในภายหลัง ในการที่ศาลจะกำหนดโทษใหม่นี้ ถ้าปรากฏว่า ผู้กระทำความผิดได้รับโทษมาบ้างแล้ว เมื่อได้คำนึงถึงโทษตามกฎหมายที่บัญญัติในภายหลัง หากเห็นเป็นการสมควร ศาลจะกำหนดโทษน้อยกว่าโทษขั้นต่ำที่กฎหมายที่บัญญัติในภายหลังกำหนดไว้ถ้าหากมีก็ได้ หรือถ้าเห็นว่าโทษที่ผู้กระทำความผิดได้รับมาแล้วเป็นการเพียงพอ ศาลจะปล่อยผู้กระทำความผิดไปก็ได้ (๒) ถ้าศาลพิพากษาให้ประหารชีวิตผู้กระทำความผิด และตามกฎหมายที่บัญญัติในภายหลัง โทษที่จะลงแก่ผู้กระทำความผิดไม่ถึงประหารชีวิต ให้งดการประหารชีวิตผู้กระทำความผิด และให้ถือว่าโทษประหารชีวิตตามคำพิพากษาได้เปลี่ยนเป็นโทษสูงสุดที่จะพึงลงได้ตามกฎหมายที่บัญญัติในภายหลัง
4,มาตรา ๔  ผู้ใดกระทำความผิดในราชอาณาจักร ต้องรับโทษตามกฎหมาย การกระทำความผิดในเรือไทยหรืออากาศยานไทย ไม่ว่าจะอยู่ ณ ที่ใด ให้ถือว่ากระทำความผิดในราชอาณาจักร
5,มาตรา ๕  ความผิดใดที่การกระทำแม้แต่ส่วนหนึ่งส่วนใดได้กระทำในราชอาณาจักรก็ดี ผลแห่งการกระทำเกิดในราชอาณาจักรโดยผู้กระทำประสงค์ให้ผลนั้นเกิดในราชอาณาจักร หรือโดยลักษณะแห่งการกระทำ ผลที่เกิดขึ้นนั้นควรเกิดในราชอาณาจักรหรือย่อมจะเล็งเห็นได้ว่าผลนั้นจะเกิดในราชอาณาจักรก็ดี ให้ถือว่าความผิดนั้นได้กระทำในราชอาณาจักร ในกรณีการตระเตรียมการ หรือพยายามกระทำการใดซึ่งกฎหมายบัญญัติเป็นความผิด แม้การกระทำนั้นจะได้กระทำนอกราชอาณาจักร ถ้าหากการกระทำนั้นจะได้กระทำตลอดไปจนถึงขั้นความผิดสำเร็จ ผลจะเกิดขึ้นในราชอาณาจักร ให้ถือว่า การตระเตรียมการหรือพยายามกระทำความผิดนั้นได้กระทำในราชอาณาจักร
6,มาตรา ๖  ความผิดใดที่ได้กระทำในราชอาณาจักรหรือที่ประมวลกฎหมายนี้ถือว่าได้กระทำในราชอาณาจักร แม้การกระทำของผู้เป็นตัวการด้วยกัน ของผู้สนับสนุน หรือของผู้ใช้ให้กระทำความผิดนั้นจะได้กระทำนอกราชอาณาจักร ก็ให้ถือว่าตัวการ ผู้สนับสนุน หรือผู้ใช้ให้กระทำได้กระทำในราชอาณาจักร
7,มาตรา ๗  ผู้ใดกระทำความผิดดังระบุไว้ต่อไปนี้นอกราชอาณาจักร จะต้องรับโทษในราชอาณาจักร คือ (๑) ความผิดเกี่ยวกับความมั่นคงแห่งราชอาณาจักร ตามที่บัญญัติไว้ในมาตรา ๑๐๗ ถึงมาตรา ๑๒๙ (๑/๑)[๑๑] ความผิดเกี่ยวกับการก่อการร้ายตามที่บัญญัติไว้ในมาตรา ๑๓๕/๑ มาตรา ๑๓๕/๒ มาตรา ๑๓๕/๓ และมาตรา ๑๓๕/๔ (๒) ความผิดเกี่ยวกับการปลอมและการแปลง ตามที่บัญญัติไว้ในมาตรา ๒๔๐ ถึงมาตรา ๒๔๙ มาตรา ๒๕๔ มาตรา ๒๕๖ มาตรา ๒๕๗ และมาตรา ๒๖๖ (๓) และ (๔) (๒ ทวิ)[๑๒] ความผิดเกี่ยวกับเพศตามที่บัญญัติไว้ในมาตรา ๒๘๒ และมาตรา ๒๘๓ (๓) ความผิดฐานชิงทรัพย์ ตามที่บัญญัติไว้ในมาตรา ๓๓๙ และความผิดฐานปล้นทรัพย์ ตามที่บัญญัติไว้ในมาตรา ๓๔๐ ซึ่งได้กระทำในทะเลหลวง
8,มาตรา ๘  ผู้ใดกระทำความผิดนอกราชอาณาจักร และ (ก) ผู้กระทำความผิดนั้นเป็นคนไทย และรัฐบาลแห่งประเทศที่ความผิดได้เกิดขึ้น หรือผู้เสียหายได้ร้องขอให้ลงโทษ หรือ (ข) ผู้กระทำความผิดนั้นเป็นคนต่างด้าว และรัฐบาลไทยหรือคนไทยเป็นผู้เสียหาย และผู้เสียหายได้ร้องขอให้ลงโทษ ถ้าความผิดนั้นเป็นความผิดดังระบุไว้ต่อไปนี้ จะต้องรับโทษภายในราชอาณาจักร คือ (๑) ความผิดเกี่ยวกับการก่อให้เกิดภยันตรายต่อประชาชน ตามที่บัญญัติไว้ในมาตรา ๒๑๗ มาตรา ๒๑๘ มาตรา ๒๒๑ ถึงมาตรา ๒๒๓  ทั้งนี้ เว้นแต่กรณีเกี่ยวกับมาตรา ๒๒๐ วรรคแรก และมาตรา ๒๒๔ มาตรา ๒๒๖ มาตรา ๒๒๘ ถึงมาตรา ๒๓๒ มาตรา ๒๓๗ และมาตรา ๒๓๓ ถึงมาตรา ๒๓๖  ทั้งนี้ เฉพาะเมื่อเป็นกรณีต้องระวางโทษตามมาตรา ๒๓๘ (๒) ความผิดเกี่ยวกับเอกสาร ตามที่บัญญัติไว้ในมาตรา ๒๖๔ มาตรา ๒๖๕ มาตรา ๒๖๖(๑) และ (๒) มาตรา ๒๖๘  ทั้งนี้ เว้นแต่กรณีเกี่ยวกับมาตรา ๒๖๗ และมาตรา ๒๖๙ (๒/๑)[๑๓] ความผิดเกี่ยวกับบัตรอิเล็กทรอนิกส์ตามที่บัญญัติไว้ในมาตรา ๒๖๙/๑ ถึงมาตรา ๒๖๙/๗ (๒/๒)[๑๔] ความผิดเกี่ยวกับหนังสือเดินทางตามที่บัญญัติไว้ในมาตรา ๒๖๙/๘ ถึงมาตรา ๒๖๙/๑๕ (๓) ความผิดเกี่ยวกับเพศ ตามที่บัญญัติไว้ในมาตรา ๒๗๖ มาตรา ๒๘๐ และมาตรา ๒๘๕  ทั้งนี้ เฉพาะที่เกี่ยวกับมาตรา ๒๗๖ (๔) ความผิดต่อชีวิต ตามที่บัญญัติไว้ในมาตรา ๒๘๘ ถึงมาตรา ๒๙๐ (๕) ความผิดต่อร่างกาย ตามที่บัญญัติไว้ในมาตรา ๒๙๕ ถึงมาตรา ๒๙๘ (๖) ความผิดฐานทอดทิ้งเด็ก คนป่วยเจ็บหรือคนชรา ตามที่บัญญัติไว้ในมาตรา ๓๐๖ ถึงมาตรา ๓๐๘ (๗) ความผิดต่อเสรีภาพ ตามที่บัญญัติไว้ในมาตรา ๓๐๙ มาตรา ๓๑๐ มาตรา ๓๑๒ ถึงมาตรา ๓๑๕ และมาตรา ๓๑๗ ถึงมาตรา ๓๒ (๘) ความผิดฐานลักทรัพย์และวิ่งราวทรัพย์ ตามที่บัญญัติไว้ในมาตรา ๓๓๔ ถึงมาตรา ๓๓๖ (๙) ความผิดฐานกรรโชก รีดเอาทรัพย์ ชิงทรัพย์ และปล้นทรัพย์ ตามที่บัญญัติไว้ในมาตรา ๓๓๗ ถึงมาตรา ๓๔๐ (๑๐) ความผิดฐานฉ้อโกง ตามที่บัญญัติไว้ในมาตรา ๓๔๑ ถึงมาตรา ๓๔๔ มาตรา ๓๔๖ และมาตรา ๓๔๗ (๑๑) ความผิดฐานยักยอก ตามที่บัญญัติไว้ในมาตรา ๓๕๒ ถึงมาตรา ๓๕๔ (๑๒) ความผิดฐานรับของโจร ตามที่บัญญัติไว้ในมาตรา ๓๕๗ (๑๓) ความผิดฐานทำให้เสียทรัพย์ ตามที่บัญญัติไว้ในมาตรา ๓๕๘ ถึงมาตรา ๓๖๐
9,มาตรา ๙  เจ้าพนักงานของรัฐบาลไทยกระทำความผิดตามที่บัญญัติไว้ในมาตรา ๑๔๗ ถึงมาตรา ๑๖๖ และมาตรา ๒๐๐ ถึงมาตรา ๒๐๕ นอกราชอาณาจักร จะต้องรับโทษในราชอาณาจักร
10,มาตรา ๑๐  ผู้ใดกระทำการนอกราชอาณาจักรซึ่งเป็นความผิดตามมาตราต่าง ๆ ที่ระบุไว้ในมาตรา ๗ (๒) และ (๓) มาตรา ๘ และมาตรา ๙ ห้ามมิให้ลงโทษผู้นั้นในราชอาณาจักรเพราะการกระทำนั้นอีก ถ้า (๑) ได้มีคำพิพากษาของศาลในต่างประเทศอันถึงที่สุดให้ปล่อยตัวผู้นั้น หรือ (๒) ศาลในต่างประเทศพิพากษาให้ลงโทษ และผู้นั้นได้พ้นโทษแล้ว ถ้าผู้ต้องคำพิพากษาได้รับโทษสำหรับการกระทำนั้นตามคำพิพากษาของศาลในต่างประเทศมาแล้ว แต่ยังไม่พ้นโทษ ศาลจะลงโทษน้อยกว่าที่กฎหมายกำหนดไว้สำหรับความผิดนั้นเพียงใดก็ได้ หรือจะไม่ลงโทษเลยก็ได้  ทั้งนี้ โดยคำนึงถึงโทษที่ผู้นั้นได้รับมาแล้ว
11,มาตรา ๑๑  ผู้ใดกระทำความผิดในราชอาณาจักร หรือกระทำความผิดที่ประมวลกฎหมายนี้ถือว่าได้กระทำในราชอาณาจักร ถ้าผู้นั้นได้รับโทษสำหรับการกระทำนั้นตามคำพิพากษาของศาลในต่างประเทศมาแล้วทั้งหมด หรือแต่บางส่วน ศาลจะลงโทษน้อยกว่าที่กฎหมายกำหนดไว้สำหรับความผิดนั้นเพียงใดก็ได้ หรือจะไม่ลงโทษเลยก็ได้  ทั้งนี้ โดยคำนึงถึงโทษที่ผู้นั้นได้รับมาแล้ว ในกรณีที่ผู้กระทำความผิดในราชอาณาจักร หรือกระทำความผิดที่ประมวลกฎหมายนี้ถือว่าได้กระทำในราชอาณาจักร ได้ถูกฟ้องต่อศาลในต่างประเทศโดยรัฐบาลไทยร้องขอ ห้ามมิให้ลงโทษผู้นั้นในราชอาณาจักรเพราะการกระทำนั้นอีก ถ้า (๑) ได้มีคำพิพากษาของศาลในต่างประเทศอันถึงที่สุดให้ปล่อยตัวผู้นั้น หรือ (๒) ศาลในต่างประเทศพิพากษาให้ลงโทษ และผู้นั้นได้พ้นโทษแล้ว
12,มาตรา ๑๒  วิธีการเพื่อความปลอดภัยจะใช้บังคับแก่บุคคลใดได้ก็ต่อเมื่อมีบทบัญญัติแห่งกฎหมายให้ใช้บังคับได้เท่านั้น และกฎหมายที่จะใช้บังคับนั้นให้ใช้กฎหมายในขณะที่ศาลพิพากษา
13,มาตรา ๑๓  ถ้าตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลังได้มีการยกเลิกวิธีการเพื่อความปลอดภัยใด และถ้าผู้ใดถูกใช้บังคับวิธีการเพื่อความปลอดภัยนั้นอยู่ ก็ให้ศาลสั่งระงับการใช้บังคับวิธีการเพื่อความปลอดภัยนั้นเสีย เมื่อสำนวนความปรากฏแก่ศาล หรือเมื่อผู้นั้น ผู้แทนโดยชอบธรรมของผู้นั้น ผู้อนุบาลของผู้นั้นหรือพนักงานอัยการร้องขอ
14,มาตรา ๑๔  ในกรณีที่มีผู้ถูกใช้บังคับวิธีการเพื่อความปลอดภัยใดอยู่ และได้มีบทบัญญัติของกฎหมายที่บัญญัติในภายหลังเปลี่ยนแปลงเงื่อนไขที่จะสั่งให้มีการใช้บังคับวิธีการเพื่อความปลอดภัยนั้นไป ซึ่งเป็นผลอันไม่อาจนำมาใช้บังคับแก่กรณีของผู้นั้นได้ หรือนำมาใช้บังคับได้แต่การใช้บังคับวิธีการเพื่อความปลอดภัยตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลังเป็นคุณแก่ผู้นั้นยิ่งกว่า เมื่อสำนวนความปรากฏแก่ศาล หรือเมื่อผู้นั้น ผู้แทนโดยชอบธรรมของผู้นั้น ผู้อนุบาลของผู้นั้นหรือพนักงานอัยการร้องขอต่อศาลให้ยกเลิกการใช้บังคับวิธีการเพื่อความปลอดภัย หรือร้องขอรับผลตามบทบัญญัติแห่งกฎหมายนั้น แล้วแต่กรณี ให้ศาลมีอำนาจสั่งตามที่เห็นสมควร
15,มาตรา ๑๕  ถ้าตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลัง โทษใดได้เปลี่ยนลักษณะมาเป็นวิธีการเพื่อความปลอดภัย และได้มีคำพิพากษาลงโทษนั้นแก่บุคคลใดไว้ ก็ให้ถือว่าโทษที่ลงนั้นเป็นวิธีการเพื่อความปลอดภัยด้วย ในกรณีดังกล่าวในวรรคแรก ถ้ายังไม่ได้ลงโทษผู้นั้น หรือผู้นั้นยังรับโทษอยู่ ก็ให้ใช้บังคับวิธีการเพื่อความปลอดภัยแก่ผู้นั้นต่อไป และถ้าหากว่าตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลังมีเงื่อนไขที่จะสั่งให้มีการใช้บังคับวิธีการเพื่อความปลอดภัย อันไม่อาจนำมาใช้บังคับแก่กรณีของผู้นั้น หรือนำมาใช้บังคับได้ แต่การใช้บังคับวิธีการเพื่อความปลอดภัยตามบทบัญญัติของกฎหมายที่บัญญัติในภายหลังเป็นคุณแก่ผู้นั้นยิ่งกว่า เมื่อสำนวนความปรากฏแก่ศาล หรือเมื่อผู้นั้น ผู้แทนโดยชอบธรรมของผู้นั้น ผู้อนุบาลของผู้นั้นหรือพนักงานอัยการร้องขอต่อศาลให้ยกเลิกการใช้บังคับวิธีการเพื่อความปลอดภัย หรือร้องขอรับผลตามบทบัญญัติแห่งกฎหมายนั้น แล้วแต่กรณี ให้ศาลมีอำนาจสั่งตามที่เห็นสมควร
16,มาตรา ๑๖  เมื่อศาลได้พิพากษาให้ใช้บังคับวิธีการเพื่อความปลอดภัยแก่ผู้ใดแล้ว ถ้าภายหลังความปรากฏแก่ศาลตามคำเสนอของผู้นั้นเอง ผู้แทนโดยชอบธรรมของผู้นั้น ผู้อนุบาลของผู้นั้นหรือพนักงานอัยการว่า พฤติการณ์เกี่ยวกับการใช้บังคับนั้นได้เปลี่ยนแปลงไปจากเดิม ศาลจะสั่งเพิกถอนหรืองดการใช้บังคับวิธีการเพื่อความปลอดภัยแก่ผู้นั้นไว้ชั่วคราวตามที่เห็นสมควรก็ได้
17,มาตรา ๑๗  บทบัญญัติในภาค ๑ แห่งประมวลกฎหมายนี้ ให้ใช้ในกรณีแห่งความผิดตามกฎหมายอื่นด้วย เว้นแต่กฎหมายนั้น ๆ จะได้บัญญัติไว้เป็นอย่างอื่น
18,มาตรา ๑๘  โทษสำหรับลงแก่ผู้กระทำความผิดมีดังนี้ (๑) ประหารชีวิต (๒) จำคุก (๓) กักขัง (๔) ปรับ (๕) ริบทรัพย์สิน โทษประหารชีวิตและโทษจำคุกตลอดชีวิตมิให้นำมาใช้บังคับแก่ผู้ซึ่งกระทำความผิดในขณะที่มีอายุต่ำกว่าสิบแปดปี[๑๕] ในกรณีผู้ซึ่งกระทำความผิดในขณะที่มีอายุต่ำกว่าสิบแปดปีได้กระทำความผิดที่มีระวางโทษประหารชีวิตหรือจำคุกตลอดชีวิต ให้ถือว่าระวางโทษดังกล่าวได้เปลี่ยนเป็นระวางโทษจำคุกห้าสิบปี
19,มาตรา ๑๙  ผู้ใดต้องโทษประหารชีวิต ให้ดำเนินการด้วยวิธีฉีดยาหรือสารพิษให้ตาย หลักเกณฑ์และวิธีการประหารชีวิต ให้เป็นไปตามระเบียบที่กระทรวงยุติธรรมกำหนด โดยประกาศในราชกิจจานุเบกษา
20,มาตรา ๒๐  บรรดาความผิดที่กฎหมายกำหนดให้ลงโทษทั้งจำคุกและปรับด้วยนั้น ถ้าศาลเห็นสมควรจะลงแต่โทษจำคุกก็ได้
